candidate_priority_rank,district_name,admin_name,hex_id,primary_reason,nearest_bus_stop_m,bus_stop_count_300m,bus_stop_count_400m,nearest_bus_stop_name,nearest_road_name,nearest_road_highway,existing_stop_distance_check,stop_spacing_check,road_width_waiting_space_proxy,bus_route_accessibility_proxy,final_recommendation,review_status,roadview_check_needed,roadview_check_notes,candidate_x,candidate_y,access_cost_m0,access_cost_m3,registered_population,registered_senior_population
37,광진구,자양4동,8930e1cac8fffff,near_400m_distance,245.44619726710707,2,4,자양4동주민센터앞,능동로3다길,footway,기존 정류장이 보행권 내: 정류장 간격과 보행 연결성 확인,"300m 내 2개, 400m 내 4개: 주변 공급 있음, 간격/위치 조정 검토","보행로/계단 proxy: 정류장 직접 설치 곤란, 인접 차도 또는 보행 연결 개선 검토","후보점 인접 도로는 버스 진입 부적합 가능성, 가장 가까운 기존 정류장/간선도로 연결 검토","정류장 신설보다 보행 연결로 개선: 계단/보행로, 횡단, 우회동선 개선",C_대체안_우선,True,"로드뷰에서 보도폭, 정차 가능 공간, 횡단보도/보행연결, 버스 진입 차로를 확인해야 함",961565.6983308716,1948241.557990372,356.92748896497073,385.0462387972418,2095.133398722172,414.10869353889495
38,송파구,잠실7동,8930e1cae23ffff,near_400m_distance,218.42954640487775,1,2,잠실종합운동장,올림픽로4길,residential,기존 정류장이 보행권 내: 정류장 간격과 보행 연결성 확인,"300m 내 1개, 400m 내 2개: 공급 보완 후보",생활도로/이면도로 proxy: 도로폭과 정차 안전성 조건부 확인 필요,주변 버스 공급은 있으나 생활도로라 노선 진입 가능성 조건부,조건부 후보: 생활도로 폭이 부족하면 접근로/보행 연결 개선으로 대체,B_조건부_신설또는접근개선,True,"로드뷰에서 보도폭, 정차 가능 공간, 횡단보도/보행연결, 버스 진입 차로를 확인해야 함",962367.53421685,1945595.8837784007,344.3729652054314,370.1204540669706,1850.39835555838,484.3922890085908
39,영등포구,당산1동,8930e1d9487ffff,near_400m_distance,245.39752109759877,5,13,영등포구청,,service,기존 정류장이 보행권 내: 정류장 간격과 보행 연결성 확인,"300m 내 5개, 400m 내 13개: 공급 밀집, 신설 근거 약함","서비스/단지 내부도로 proxy: 일반 버스 진입 불확실, 인접 차도 검토 필요","후보점 인접 도로는 버스 진입 부적합 가능성, 가장 가까운 기존 정류장/간선도로 연결 검토",정류장 신설보다 접근로 개선 또는 인접 차도 정류장 위치 조정,C_대체안_우선,True,"로드뷰에서 보도폭, 정차 가능 공간, 횡단보도/보행연결, 버스 진입 차로를 확인해야 함",946954.4405018842,1947653.054052779,353.2252238388896,381.8820833518959,2186.5055870648957,374.2804361254286
40,강서구,등촌3동,8930e0ae997ffff,near_400m_distance,203.84200481327335,9,16,가양동탑산문화공원,,service,기존 정류장이 보행권 내: 정류장 간격과 보행 연결성 확인,"300m 내 9개, 400m 내 16개: 공급 밀집, 신설 근거 약함","서비스/단지 내부도로 proxy: 일반 버스 진입 불확실, 인접 차도 검토 필요","후보점 인접 도로는 버스 진입 부적합 가능성, 가장 가까운 기존 정류장/간선도로 연결 검토",정류장 신설보다 접근로 개선 또는 인접 차도 정류장 위치 조정,C_대체안_우선,True,"로드뷰에서 보도폭, 정차 가능 공간, 횡단보도/보행연결, 버스 진입 차로를 확인해야 함",942206.8760007962,1951818.5928455235,332.12763796421643,356.4663845145699,1991.0808496391696,531.6505931792949
41,은평구,진관동,8930e1d1637ffff,near_400m_distance,178.79145626735897,2,4,래미안909동앞,,service,기존 정류장이 보행권 내: 정류장 간격과 보행 연결성 확인,"300m 내 2개, 400m 내 4개: 주변 공급 있음, 간격/위치 조정 검토","서비스/단지 내부도로 proxy: 일반 버스 진입 불확실, 인접 차도 검토 필요","후보점 인접 도로는 버스 진입 부적합 가능성, 가장 가까운 기존 정류장/간선도로 연결 검토",정류장 신설보다 접근로 개선 또는 인접 차도 정류장 위치 조정,C_대체안_우선,True,"로드뷰에서 보도폭, 정차 가능 공간, 횡단보도/보행연결, 버스 진입 차로를 확인해야 함",948795.1179924662,1960294.1381539784,343.0131320813585,368.3517617945146,1828.175867430487,345.87019566107534
42,중랑구,중화2동,8930e1c000bffff,near_400m_distance,274.34148383548285,2,7,제일시장,중랑천로,secondary,기존 정류장까지 다소 멂: 신설 또는 기존 정류장 접근 개선 병행 검토,"300m 내 2개, 400m 내 7개: 주변 공급 있음, 간격/위치 조정 검토","차도급 도로 proxy: 정류장 검토 가능, 보도폭/대기공간은 로드뷰 확인",기존 정류장과 차도급 도로가 있어 버스 접근 가능성 높음,간선도로변 신규/이전 정류장 검토: 정류장 간격과 승하차 안전공간 확인,A_신규정류장_검토,True,"로드뷰에서 보도폭, 정차 가능 공간, 횡단보도/보행연결, 버스 진입 차로를 확인해야 함",962397.4641130028,1956185.707197044,331.566580047901,355.7244708761594,2354.752006409954,563.504491873176
43,금천구,독산3동,8930e03650fffff,near_400m_distance,243.17504839628137,4,9,독산고개,,residential,기존 정류장이 보행권 내: 정류장 간격과 보행 연결성 확인,"300m 내 4개, 400m 내 9개: 주변 공급 있음, 간격/위치 조정 검토",생활도로/이면도로 proxy: 도로폭과 정차 안전성 조건부 확인 필요,주변 버스 공급은 있으나 생활도로라 노선 진입 가능성 조건부,조건부 후보: 생활도로 폭이 부족하면 접근로/보행 연결 개선으로 대체,B_조건부_신설또는접근개선,True,"로드뷰에서 보도폭, 정차 가능 공간, 횡단보도/보행연결, 버스 진입 차로를 확인해야 함",947048.6776346592,1942228.9002647584,328.0855307320815,355.16783992725027,2153.5947016147666,496.1597842566816
44,송파구,잠실본동,8930e1caa87ffff,near_400m_distance,314.266249938305,0,4,아시아선수촌아파트삼거리.성현교회,도곡로62길,residential,기존 정류장 접근이 상대적으로 약함: 신규 정류장 검토 우선,"300m 내 0개, 400m 내 4개: 공급 부족 후보",생활도로/이면도로 proxy: 도로폭과 정차 안전성 조건부 확인 필요,주변 정류장 공급이 약해 노선 접근성 추가 확인 필요,"신규 정류장 1순위 검토: 도로폭, 정차공간, 노선 경유 가능성 확인",A_신규정류장_검토,True,"로드뷰에서 보도폭, 정차 가능 공간, 횡단보도/보행연결, 버스 진입 차로를 확인해야 함",962921.3528824174,1944985.0917315057,367.2848960703998,396.655672692445,2313.5392943960514,375.3235569759682
45,송파구,오금동,8930e1cf663ffff,near_400m_distance,247.4912716359768,2,8,오금역.오금동현대아파트,,service,기존 정류장이 보행권 내: 정류장 간격과 보행 연결성 확인,"300m 내 2개, 400m 내 8개: 주변 공급 있음, 간격/위치 조정 검토","서비스/단지 내부도로 proxy: 일반 버스 진입 불확실, 인접 차도 검토 필요","후보점 인접 도로는 버스 진입 부적합 가능성, 가장 가까운 기존 정류장/간선도로 연결 검토",정류장 신설보다 접근로 개선 또는 인접 차도 정류장 위치 조정,C_대체안_우선,True,"로드뷰에서 보도폭, 정차 가능 공간, 횡단보도/보행연결, 버스 진입 차로를 확인해야 함",966959.1630986566,1945203.8088344105,325.3995406101496,357.9917630539744,2507.0182704510007,537.6607397508515
46,송파구,잠실2동,8930e1ca877ffff,near_400m_distance,138.55863209940776,6,7,잠실리센츠아파트앞,,service,기존 정류장이 보행권 내: 정류장 간격과 보행 연결성 확인,"300m 내 6개, 400m 내 7개: 공급 밀집, 신설 근거 약함","서비스/단지 내부도로 proxy: 일반 버스 진입 불확실, 인접 차도 검토 필요","후보점 인접 도로는 버스 진입 부적합 가능성, 가장 가까운 기존 정류장/간선도로 연결 검토",정류장 신설보다 접근로 개선 또는 인접 차도 정류장 위치 조정,C_대체안_우선,True,"로드뷰에서 보도폭, 정차 가능 공간, 횡단보도/보행연결, 버스 진입 차로를 확인해야 함",963766.5434035984,1946002.1668589725,326.15072923725086,348.42112601401595,2632.977942005324,350.54314424205864
47,강동구,암사2동,8930e1c1b03ffff,near_400m_distance,268.7103610723454,4,6,암사역.선사현대아파트,상암로,residential,기존 정류장까지 다소 멂: 신설 또는 기존 정류장 접근 개선 병행 검토,"300m 내 4개, 400m 내 6개: 주변 공급 있음, 간격/위치 조정 검토",생활도로/이면도로 proxy: 도로폭과 정차 안전성 조건부 확인 필요,주변 버스 공급은 있으나 생활도로라 노선 진입 가능성 조건부,조건부 후보: 생활도로 폭이 부족하면 접근로/보행 연결 개선으로 대체,B_조건부_신설또는접근개선,True,"로드뷰에서 보도폭, 정차 가능 공간, 횡단보도/보행연결, 버스 진입 차로를 확인해야 함",966833.374238488,1950221.1123293687,335.2829055941776,362.8544946784788,1673.6267965097793,333.0532213953629
48,강남구,논현1동,8930e1ca01bffff,near_400m_distance,277.74472618903053,1,4,학동역6번출구,강남대로128길,residential,기존 정류장 접근이 상대적으로 약함: 신규 정류장 검토 우선,"300m 내 1개, 400m 내 4개: 공급 보완 후보",생활도로/이면도로 proxy: 도로폭과 정차 안전성 조건부 확인 필요,주변 버스 공급은 있으나 생활도로라 노선 진입 가능성 조건부,"신규 정류장 1순위 검토: 도로폭, 정차공간, 노선 경유 가능성 확인",A_신규정류장_검토,True,"로드뷰에서 보도폭, 정차 가능 공간, 횡단보도/보행연결, 버스 진입 차로를 확인해야 함",958214.0110458396,1945986.5442187104,324.5737973379208,356.7071814814268,1240.2853998630344,186.44662383057337
